,location,total_sqft,bath,price,bhk,encoded_loc
8880,Whitefield,1220.0,2,55.0,2,224
8881,Hoodi,1400.0,3,74.0,3,97
8882,others,2400.0,3,185.0,4,230
8883,Uttarahalli,1000.0,2,35.0,2,216
8884,Bannerghatta Road,1660.0,3,80.0,3,34
8885,Old Madras Road,1165.0,2,52.0,2,177
8886,Budigere,1153.0,2,56.0,2,52
8887,Bannerghatta Road,1270.0,2,45.0,2,34
8888,others,1070.0,2,38.0,2,230
8889,others,1427.0,2,85.0,3,230
8890,Banashankari Stage III,1420.0,2,95.0,3,28
8891,Kothanur,1600.0,5,130.0,4,146
8892,Bellandur,1454.0,2,90.0,2,40
8893,Whitefield,1116.0,2,48.76,2,224
8894,others,1062.0,2,50.0,2,230
8895,others,700.0,1,25.5,1,230
8896,JP Nagar,1405.0,2,99.0,2,109
8897,Doddathoguru,1100.0,2,50.0,2,70
8898,Chikka Tirupathi,2153.0,4,120.0,3,57
8899,Ulsoor,2135.0,3,170.0,3,215
8900,Pai Layout,1068.0,2,48.0,2,179
8901,Doddathoguru,940.0,2,32.9,2,70
8902,Hosa Road,1063.0,2,32.79,2,101
8903,Brookefield,1382.0,2,84.5,2,51
8904,Harlur,936.0,2,45.0,2,91
8905,KR Puram,1400.0,2,60.0,3,115
8906,Sarjapur  Road,475.0,1,26.0,1,194
8907,others,1450.0,3,65.0,3,230
8908,Kudlu,1162.0,2,52.0,2,147
8909,Hosa Road,1161.0,2,48.75,2,101
8910,Green Glen Layout,1623.29,2,105.0,3,83
8911,Brookefield,1260.0,2,70.0,2,51
8912,Seegehalli,3000.0,4,240.0,3,198
8913,Murugeshpalya,1500.0,2,70.0,3,165
8914,Budigere,1030.0,1,34.545,1,52
8915,Nagarbhavi,1100.0,2,46.2,2,169
8916,Whitefield,1400.0,2,56.0,3,224
8917,Ramagondanahalli,2257.0,3,155.0,3,187
8918,Budigere,1153.0,2,56.5,2,52
8919,Sarjapur  Road,1197.0,2,56.86,2,194
8920,others,1150.0,2,90.0,2,230
8921,others,595.0,1,40.0,1,230
8922,Hoodi,1837.0,3,110.0,3,97
8923,others,3750.0,4,190.0,4,230
8924,Bellandur,1830.0,3,91.86,3,40
8925,Electronic City,970.0,2,35.0,2,74
8926,NRI Layout,2700.0,5,95.75,4,168
8927,others,5480.0,4,400.0,3,230
8928,Vidyaranyapura,2400.0,5,135.0,4,219
8929,Sarjapur  Road,3040.0,4,135.0,4,194
8930,Raja Rajeshwari Nagar,1168.0,2,66.0,2,184
8931,others,1500.0,3,75.0,3,230
8932,others,850.0,2,25.4,2,230
8933,Ramamurthy Nagar,935.0,2,39.0,2,188
8934,Doddaballapur,654.0,1,49.0,1,68
8935,Kaggalipura,950.0,2,60.0,2,119
8936,others,1250.0,3,54.0,3,230
8937,others,1425.0,2,65.0,3,230
8938,Uttarahalli,1165.0,1,42.09,2,216
8939,Kathriguppe,1390.0,2,69.49,3,132
8940,Kalena Agrahara,1510.0,3,78.0,3,121
8941,Thanisandra,1305.0,2,90.0,2,209
8942,Kodigehaali,866.0,2,32.0,2,139
8943,Hulimavu,1231.0,2,84.5,2,105
8944,Sompura,1360.0,2,45.0,3,203
8945,Yeshwanthpur,2500.0,3,138.0,3,229
8946,Whitefield,1140.0,2,55.0,2,224
8947,Whitefield,1295.0,2,64.5,2,224
8948,Hormavu,1020.0,2,45.75,2,100
8949,Old Airport Road,3504.0,4,262.0,4,176
8950,others,1200.0,1,50.0,2,230
8951,Vidyaranyapura,1100.0,2,41.0,2,219
8952,Kothannur,820.0,2,37.0,2,145
8953,Kalena Agrahara,1354.0,2,70.0,2,121
8954,Garudachar Palya,1154.0,2,51.8,2,79
8955,7th Phase JP Nagar,1680.0,2,92.0,3,6
8956,Electronics City Phase 1,1205.0,2,60.0,2,76
8957,Raja Rajeshwari Nagar,1400.0,2,86.0,3,184
8958,Electronic City,1500.0,3,73.0,3,74
8959,Bannerghatta Road,1520.0,2,80.0,3,34
8960,others,1300.0,3,65.0,2,230
8961,others,1150.0,2,47.0,2,230
8962,Kadugodi,1762.0,3,109.0,3,117
8963,Budigere,1153.0,2,58.0,2,52
8964,Sompura,1350.0,2,47.0,3,203
8965,Billekahalli,950.0,2,56.0,2,44
8966,others,1515.0,3,80.5,3,230
8967,others,1250.0,2,65.0,2,230
8968,Hoskote,1200.0,4,100.0,4,103
8969,Yelahanka,1355.0,2,51.5,3,226
8970,others,1115.0,3,39.14,3,230
8971,8th Phase JP Nagar,1275.0,3,45.0,3,7
8972,Padmanabhanagar,2051.0,3,170.0,3,178
8973,BTM Layout,1470.0,2,99.0,3,23
8974,others,1550.0,2,70.0,3,230
8975,Bannerghatta Road,1270.0,2,73.0,3,34
8976,Kudlu Gate,1320.0,2,50.0,3,148
8977,others,2505.0,3,165.0,3,230
8978,Whitefield,1200.0,2,70.0,2,224
8979,others,1705.0,2,86.96,3,230
8980,Electronic City,995.0,2,48.0,2,74
8981,Horamavu Banaswadi,1081.0,2,52.0,2,99
8982,Sonnenahalli,605.0,1,30.24,1,204
8983,Yelahanka,567.0,1,25.0,1,226
8984,Banashankari Stage VI,2110.5,2,70.385,3,30
8985,Green Glen Layout,1715.0,3,105.0,3,83
8986,Bannerghatta Road,1846.0,3,120.0,3,34
8987,Whitefield,1015.0,2,56.0,2,224
8988,Thanisandra,1100.0,2,36.0,2,209
8989,Thanisandra,1965.0,4,125.0,3,209
8990,NGR Layout,1021.0,2,45.9,2,167
8991,Haralur Road,1230.0,2,67.65,2,90
8992,Uttarahalli,1260.0,2,55.0,2,216
8993,Lingadheeranahalli,1894.0,4,114.0,3,154
8994,Sector 2 HSR Layout,1231.0,2,66.0,2,196
8995,R.T. Nagar,1800.0,3,120.0,4,182
8996,others,1650.0,3,135.0,3,230
8997,Begur,1443.0,2,70.0,3,38
8998,others,925.0,2,68.0,2,230
8999,others,1190.0,2,46.41,2,230
9000,Uttarahalli,1284.0,2,53.36,2,216
9001,Chikkalasandra,1325.0,2,59.0,2,59
9002,others,1750.0,3,100.0,3,230
9003,others,747.0,1,27.0,1,230
9004,Electronic City,1342.0,2,90.0,2,74
9005,others,1113.0,2,52.0,2,230
9006,others,1738.0,3,110.0,3,230
9007,Brookefield,1206.0,2,90.0,2,51
9008,Hebbal,1162.0,2,59.0,2,92
9009,Sarjapur  Road,1857.0,4,155.0,3,194
9010,others,3500.0,6,115.0,6,230
9011,Uttarahalli,1150.0,2,45.99,2,216
9012,Chikkalasandra,1290.0,2,72.0,2,59
9013,Thubarahalli,3408.0,5,145.0,4,211
9014,Sanjay nagar,1150.0,2,70.0,2,191
9015,Yeshwanthpur,1160.0,2,64.08,2,229
9016,others,900.0,2,27.0,2,230
9017,Lingadheeranahalli,2240.0,4,160.0,4,154
9018,Electronics City Phase 1,891.0,2,26.0,2,76
9019,Ambedkar Nagar,1852.0,3,125.0,3,13
9020,Chandapura,1323.0,2,42.0,3,55
9021,Vittasandra,1404.0,2,67.5,2,223
9022,Dodda Nekkundi,1370.0,2,60.0,2,67
9023,Gollarapalya Hosahalli,1129.0,2,50.0,2,81
9024,Mahalakshmi Layout,1876.0,3,150.0,3,157
9025,others,1720.0,3,95.0,3,230
9026,Jalahalli East,1200.0,4,80.0,4,112
9027,Mysore Road,1175.0,2,86.68,2,166
9028,Hosa Road,1893.0,3,130.0,3,101
9029,Whitefield,1430.0,3,52.0,3,224
9030,others,850.0,2,45.0,2,230
9031,CV Raman Nagar,1392.0,2,110.0,2,53
9032,Kanakpura Road,1938.0,3,105.0,3,127
9033,others,1020.0,2,52.0,2,230
9034,Konanakunte,1423.0,2,85.0,3,143
9035,Jakkur,1432.0,2,85.0,2,110
9036,CV Raman Nagar,1480.0,3,65.0,3,53
9037,Hulimavu,1916.0,2,150.0,3,105
9038,Yelenahalli,1160.0,2,44.08,2,228
9039,Old Madras Road,2640.0,2,170.0,2,177
9040,Bommanahalli,1160.0,2,53.0,2,47
9041,Ramagondanahalli,1500.0,3,100.0,3,187
9042,Electronic City Phase II,1336.0,2,50.35,3,75
9043,Choodasandra,1065.0,2,46.0,2,60
9044,Rachenahalli,1550.0,3,68.5,3,183
9045,others,1005.0,2,40.0,2,230
9046,7th Phase JP Nagar,1430.0,2,102.0,3,6
9047,Hoodi,1660.0,3,125.0,3,97
9048,Hennur Road,1470.0,2,75.0,3,96
9049,Hebbal,6225.0,6,359.0,4,92
9050,Anjanapura,950.0,2,30.0,2,18
9051,Doddathoguru,1382.0,3,65.0,3,70
9052,BTM 2nd Stage,930.0,2,46.0,2,22
9053,others,1290.0,2,71.95,2,230
9054,Whitefield,1010.0,2,45.0,3,224
9055,Brookefield,3050.0,4,130.0,4,51
9056,Dodda Nekkundi,1200.0,2,71.0,2,67
9057,Budigere,1636.0,3,88.0,3,52
9058,Budigere,1153.0,2,56.55,2,52
9059,Hegde Nagar,2087.01,4,160.0,3,94
9060,LB Shastri Nagar,1200.0,2,47.0,2,151
9061,HSR Layout,1844.0,3,89.0,3,89
9062,Hosa Road,1590.0,3,110.0,3,101
9063,Begur Road,1215.0,2,43.75,2,39
9064,Sarjapur  Road,1194.0,2,57.0,2,194
9065,others,1220.0,2,52.0,2,230
9066,others,3150.0,4,150.0,4,230
9067,Bommasandra,955.0,2,37.97,2,48
9068,others,2000.0,5,75.0,5,230
9069,Magadi Road,884.0,2,48.0,2,155
9070,Kathriguppe,1250.0,2,68.75,2,132
9071,Harlur,2990.0,4,225.0,4,91
9072,Bellandur,1195.0,2,52.0,2,40
9073,Sarjapur  Road,984.0,2,45.75,2,194
9074,Bommasandra,1089.0,2,40.0,2,48
9075,Hennur Road,1165.0,2,52.0,2,96
9076,Hennur,1482.0,3,110.0,3,95
9077,Ramamurthy Nagar,1200.0,2,68.0,2,188
9078,Hormavu,1166.0,2,34.97,3,100
9079,Chikkalasandra,1275.0,2,55.46,3,59
9080,Mico Layout,1140.0,2,43.0,2,163
9081,others,720.0,1,28.0,1,230
9082,others,1100.0,2,90.0,2,230
9083,Ramamurthy Nagar,540.0,1,35.0,1,188
9084,Rachenahalli,1550.0,2,73.5,3,183
9085,others,1220.0,2,60.0,2,230
9086,Doddathoguru,964.0,2,62.0,2,70
9087,others,1500.0,3,50.0,3,230
9088,Sarjapur  Road,1347.0,2,44.0,3,194
9089,others,5000.0,5,250.0,4,230
9090,Bannerghatta Road,3000.0,4,140.0,4,34
9091,Bannerghatta,1120.0,2,42.5,2,33
9092,others,600.0,1,22.8,1,230
9093,Whitefield,2321.0,4,157.0,3,224
9094,others,540.0,1,24.0,1,230
9095,Hebbal,1150.0,2,57.0,2,92
9096,Sonnenahalli,1484.0,3,75.0,3,204
9097,Ramagondanahalli,1680.0,2,68.0,3,187
9098,others,1650.0,3,78.0,3,230
9099,others,1250.0,3,44.0,3,230
9100,others,2072.0,3,108.0,3,230
9101,Sarjapur  Road,1105.0,2,40.0,2,194
9102,Vidyaranyapura,1200.0,2,60.5,2,219
9103,Old Airport Road,1055.0,2,75.0,2,176
9104,Hosa Road,1541.0,3,69.61,3,101
9105,Harlur,1370.0,2,88.0,2,91
9106,Whitefield,1224.0,2,75.0,2,224
9107,Yeshwanthpur,1676.0,3,92.13,3,229
9108,others,1154.0,2,57.0,2,230
9109,Kanakpura Road,1610.0,3,78.5,3,127
9110,others,1057.0,2,42.0,2,230
9111,Raja Rajeshwari Nagar,1157.0,2,65.0,2,184
9112,others,1200.0,4,85.0,4,230
9113,others,980.0,2,35.0,2,230
9114,Sarjapur  Road,1140.0,2,40.0,2,194
9115,Raja Rajeshwari Nagar,1206.0,2,40.7,2,184
9116,Electronic City Phase II,575.0,1,16.75,1,75
9117,Horamavu Agara,1300.0,2,52.0,3,98
9118,Electronic City,1128.0,2,63.5,2,74
9119,Electronics City Phase 1,640.0,1,45.0,1,76
9120,others,2400.0,3,185.0,3,230
9121,Electronic City,589.0,1,29.0,1,74
9122,Kundalahalli,1315.0,2,74.0,2,150
9123,Bellandur,1435.0,2,115.0,3,40
9124,Kadugodi,1314.0,2,80.0,2,117
9125,Nagarbhavi,1080.0,2,49.0,2,169
9126,Mysore Road,1082.0,2,45.0,3,166
9127,Jakkur,1150.0,3,65.0,3,110
9128,Hennur Road,1052.0,2,34.72,2,96
9129,Yelahanka,1045.0,2,45.0,2,226
9130,Kodigehaali,1442.0,3,80.0,3,139
9131,Kaggadasapura,1500.0,2,75.0,3,118
9132,Hennur,1255.0,2,53.57,2,95
9133,others,1432.0,3,79.0,3,230
9134,Kundalahalli,2100.0,3,150.0,3,150
9135,Hennur Road,1450.0,2,80.0,2,96
9136,Sarjapur  Road,1346.0,2,69.61,2,194
9137,Electronic City Phase II,925.0,2,49.82,3,75
9138,Dasarahalli,1160.0,2,49.0,2,64
9139,Lingadheeranahalli,1768.0,3,81.31,3,154
9140,Kothanur,1094.0,2,54.0,2,146
9141,others,1500.0,3,90.0,3,230
9142,Gubbalala,1745.0,3,130.0,3,84
9143,Sonnenahalli,1550.0,3,50.0,3,204
9144,Rajiv Nagar,2340.0,5,160.0,4,186
9145,Battarahalli,2024.0,3,103.0,3,37
9146,Jalahalli,1575.0,4,100.0,3,111
9147,BTM 2nd Stage,1265.0,2,55.0,3,22
9148,others,1100.0,2,45.0,3,230
9149,Margondanahalli,1160.0,2,65.0,2,162
9150,Hosa Road,615.0,1,43.08,1,101
9151,7th Phase JP Nagar,1128.0,2,60.0,2,6
9152,others,1260.0,2,55.0,2,230
9153,Bellandur,1830.0,3,89.89,3,40
9154,Sarjapur,1525.0,2,68.0,3,193
9155,Yelahanka,602.0,2,30.0,1,226
9156,Hegde Nagar,1835.0,3,89.0,3,94
9157,Kanakpura Road,1250.0,3,62.6,3,127
9158,Murugeshpalya,1855.0,3,96.0,3,165
9159,Sarjapur  Road,2089.0,3,148.0,3,194
9160,Banashankari Stage VI,4800.0,3,200.0,4,30
9161,Begur Road,1200.0,2,44.73,2,39
9162,Sarjapur,1095.0,2,45.0,2,193
9163,Kothanur,1170.0,3,80.0,3,146
9164,6th Phase JP Nagar,1280.0,2,88.0,2,5
9165,Thanisandra,1694.0,3,125.0,3,209
9166,Electronic City,825.0,2,30.0,2,74
9167,Sarjapur  Road,1612.0,3,98.38,3,194
9168,Murugeshpalya,1175.0,2,75.0,2,165
9169,others,600.0,1,24.0,1,230
9170,Whitefield,1740.0,3,85.0,3,224
9171,others,1770.0,3,99.0,3,230
9172,Horamavu Agara,1090.0,2,46.0,2,98
9173,Whitefield,4144.0,5,331.0,5,224
9174,others,1800.0,3,130.0,3,230
9175,8th Phase JP Nagar,1046.0,2,48.0,2,7
9176,Uttarahalli,1290.0,2,56.12,3,216
9177,Electronic City Phase II,1065.0,2,30.76,2,75
9178,Ambedkar Nagar,1850.0,4,121.0,3,13
9179,Battarahalli,1097.0,2,49.0,2,37
9180,Kalena Agrahara,1200.0,3,70.0,2,121
9181,Varthur,2160.0,3,170.0,3,217
9182,Anekal,1140.0,2,52.0,2,17
9183,Thigalarapalya,1297.0,2,98.0,2,210
9184,Padmanabhanagar,1150.0,2,50.0,2,178
9185,others,1375.0,2,45.0,2,230
9186,Babusapalaya,1245.0,2,58.0,2,24
9187,Raja Rajeshwari Nagar,1000.0,2,50.0,2,184
9188,others,1570.0,2,95.0,3,230
9189,Sarjapur  Road,1290.0,2,88.0,2,194
9190,Kudlu Gate,1200.0,2,44.4,2,148
9191,others,2250.0,3,180.0,3,230
9192,others,1145.0,2,44.0,2,230
9193,Chikkabanavar,1320.0,2,46.0,3,58
9194,Whitefield,1650.0,3,48.0,3,224
9195,Sarjapur  Road,1371.0,2,86.0,2,194
9196,others,2700.0,5,150.0,5,230
9197,Electronic City,1575.0,3,94.5,3,74
9198,Yelahanka,1362.0,2,66.0,2,226
9199,Haralur Road,1255.0,3,90.0,3,90
9200,Whitefield,925.0,2,35.0,2,224
9201,Sarjapur  Road,2140.0,3,139.0,3,194
9202,Thubarahalli,1584.0,3,101.0,3,211
9203,Whitefield,1175.0,2,50.0,2,224
9204,Sarjapura - Attibele Road,1555.0,3,52.0,3,195
9205,Dodda Nekkundi,1585.0,2,79.0,3,67
9206,Kalena Agrahara,1354.0,2,71.0,2,121
9207,others,1165.0,2,45.0,2,230
9208,Kumaraswami Layout,1200.0,3,75.0,3,149
9209,Hebbal,1740.0,2,137.0,3,92
9210,others,1340.0,2,47.0,3,230
9211,Begur Road,1583.0,3,95.23,3,39
9212,Bannerghatta Road,1680.0,2,61.74,2,34
9213,Thanisandra,1573.0,3,100.0,3,209
9214,CV Raman Nagar,1227.0,2,42.88,2,53
9215,others,1210.0,2,60.0,2,230
9216,Basavangudi,1650.0,3,125.0,3,35
9217,Raja Rajeshwari Nagar,1485.0,2,63.0,3,184
9218,Haralur Road,1735.0,3,97.0,3,90
9219,others,1684.0,3,86.0,3,230
9220,others,1686.0,3,77.0,3,230
9221,others,1654.0,3,82.0,3,230
9222,Green Glen Layout,1600.0,3,105.0,3,83
9223,KR Puram,1100.0,2,39.9,2,115
9224,Bannerghatta Road,1655.0,3,95.0,3,34
9225,Hennur,1830.0,3,121.0,3,95
9226,Hebbal,1430.0,3,85.0,3,92
9227,Judicial Layout,1989.0,4,155.0,3,114
9228,Sarjapur  Road,1044.0,2,55.0,2,194
9229,Banashankari,1426.0,3,85.0,3,26
9230,Yelahanka,1000.0,2,29.0,2,226
9231,Kodichikkanahalli,900.0,2,35.0,2,138
9232,others,1200.0,2,50.0,2,230
9233,Malleshwaram,580.0,1,45.0,1,160
9234,Munnekollal,1030.0,2,50.36,2,164
9235,Koramangala,1910.0,4,150.0,3,144
9236,others,1950.0,3,132.0,3,230
9237,Kothanur,1400.0,2,65.0,2,146
9238,Kaggadasapura,1400.0,2,68.0,3,118
9239,Hulimavu,1115.0,2,44.6,2,105
9240,Bharathi Nagar,1300.0,2,55.86,2,42
9241,others,2400.0,4,150.0,4,230
9242,Kanakpura Road,1332.0,2,108.0,2,127
9243,Abbigere,1000.0,2,41.0,2,10
9244,Whitefield,1200.0,3,67.75,3,224
9245,Whitefield,2444.0,4,145.0,4,224
9246,Sarjapur  Road,1600.0,3,85.0,3,194
9247,Marathahalli,1196.0,2,57.95,2,161
9248,Electronic City,1025.0,2,54.0,2,74
9249,Sarjapur  Road,2180.0,4,180.0,3,194
9250,others,1600.0,3,102.0,3,230
9251,Jalahalli,2086.0,3,160.0,3,111
9252,Old Madras Road,1165.0,2,51.42,2,177
9253,Electronics City Phase 1,1900.0,3,85.0,3,76
9254,Chandapura,740.0,1,22.0,2,55
9255,Yeshwanthpur,2503.0,3,138.0,3,229
9256,Bellandur,1260.0,2,83.5,2,40
9257,Green Glen Layout,1717.0,3,125.0,3,83
9258,others,1088.0,2,46.0,2,230
9259,Raja Rajeshwari Nagar,1335.0,2,56.0,3,184
9260,Vidyaranyapura,1200.0,2,42.0,2,219
9261,Garudachar Palya,1325.0,2,60.0,3,79
9262,JP Nagar,1157.0,2,73.0,2,109
9263,KR Puram,3385.0,2,121.0,4,115
9264,Sahakara Nagar,1200.0,2,54.0,2,190
9265,Pai Layout,1510.0,2,65.0,3,179
9266,Bommanahalli,1050.0,2,54.0,2,47
9267,others,1200.0,2,45.0,2,230
9268,Channasandra,1050.0,2,44.41,2,56
9269,Hegde Nagar,1000.0,2,66.0,2,94
9270,9th Phase JP Nagar,1050.0,2,35.0,2,8
9271,Hormavu,1210.0,2,69.0,2,100
9272,Whitefield,1660.0,3,110.0,3,224
9273,Electronics City Phase 1,1305.0,2,67.0,2,76
9274,others,1800.0,6,101.0,6,230
9275,Bannerghatta Road,1206.0,2,53.0,2,34
9276,Bannerghatta Road,1150.0,2,55.0,2,34
9277,others,1100.0,2,65.0,2,230
9278,Cooke Town,1850.0,3,110.0,3,61
9279,Hoodi,3385.0,4,220.0,4,97
9280,Sompura,2150.0,3,85.0,4,203
9281,others,1035.0,2,55.0,2,230
9282,others,1200.0,3,75.0,3,230
9283,Electronics City Phase 1,755.0,1,30.12,1,76
9284,Ramamurthy Nagar,960.0,2,35.0,2,188
9285,others,450.0,1,20.0,1,230
9286,Raja Rajeshwari Nagar,1571.0,3,53.12,3,184
9287,Kanakapura,1489.0,2,70.0,3,126
9288,Kengeri Satellite Town,800.0,2,32.0,2,136
9289,Jalahalli,980.0,2,60.0,3,111
9290,Bannerghatta Road,1215.0,2,65.0,2,34
9291,Electronic City Phase II,911.0,2,26.5,2,75
9292,Bellandur,1535.0,3,90.0,3,40
9293,R.T. Nagar,1500.0,2,70.0,3,182
9294,Brookefield,1588.0,2,58.0,2,51
9295,others,1495.0,2,52.33,3,230
9296,Bisuvanahalli,845.0,2,34.0,2,46
9297,Sarjapur  Road,2206.0,4,180.0,3,194
9298,Kasavanhalli,1181.0,2,61.0,2,130
9299,Sarjapur  Road,1309.0,2,69.5,2,194
9300,Horamavu Agara,1400.0,3,63.0,3,98
9301,Kanakpura Road,1622.0,3,95.0,3,127
9302,CV Raman Nagar,1225.0,2,48.0,2,53
9303,others,1719.0,3,95.0,3,230
9304,Abbigere,995.0,2,40.8,2,10
9305,Mahadevpura,1120.0,2,53.0,2,156
9306,Bellandur,1047.0,2,75.0,2,40
9307,Devanahalli,1466.0,3,59.96,3,65
9308,Chandapura,876.0,2,28.47,2,55
9309,CV Raman Nagar,1659.0,3,135.0,3,53
9310,Whitefield,1270.0,2,105.0,2,224
9311,8th Phase JP Nagar,1269.0,2,50.75,3,7
9312,Kammanahalli,1200.0,3,80.0,2,124
9313,Whitefield,1315.0,2,69.5,2,224
9314,Hebbal Kempapura,2485.0,4,198.0,4,93
9315,Tumkur Road,1354.0,3,85.86,3,214
9316,Yelahanka,1180.0,2,55.0,2,226
9317,Jalahalli,1313.0,2,68.0,2,111
9318,Nehru Nagar,1100.0,2,50.0,2,174
9319,Vishwapriya Layout,890.0,2,37.0,2,222
9320,Green Glen Layout,1250.0,2,75.0,2,83
9321,Hoodi,1644.0,3,80.51,3,97
9322,Jakkur,1710.0,3,110.0,3,110
9323,others,1162.0,2,48.0,2,230
9324,Whitefield,1362.0,2,85.0,2,224
9325,others,540.0,1,22.5,1,230
9326,Thanisandra,2251.5,3,75.885,3,209
9327,Begur Road,1410.0,2,54.99,3,39
9328,Chikka Tirupathi,2665.0,5,125.0,4,57
9329,others,970.0,2,45.0,2,230
9330,Haralur Road,1810.0,3,97.83,3,90
9331,others,1084.0,2,51.0,2,230
9332,others,1500.0,3,85.0,3,230
9333,Uttarahalli,1328.0,2,56.0,3,216
9334,Marathahalli,1485.0,2,90.0,3,161
9335,Pai Layout,1500.0,2,58.0,3,179
9336,R.T. Nagar,1100.0,2,85.0,2,182
9337,others,1360.0,2,73.0,3,230
9338,1st Phase JP Nagar,900.0,2,75.0,2,1
9339,Electronic City Phase II,1031.0,2,54.48,2,75
9340,Uttarahalli,1040.0,2,36.4,2,216
9341,Kothannur,1404.0,2,56.15,3,145
9342,Yelahanka,1267.0,3,78.0,2,226
9343,Bannerghatta Road,1510.0,2,110.0,3,34
9344,Kanakpura Road,900.0,2,42.0,2,127
9345,Whitefield,1457.0,2,105.0,3,224
9346,Iblur Village,3596.0,4,268.0,4,107
9347,8th Phase JP Nagar,1408.0,3,80.0,3,7
9348,Dodda Nekkundi,1005.0,2,45.0,2,67
9349,others,30400.0,4,1824.0,6,230
9350,others,1182.0,2,64.0,2,230
9351,Talaghattapura,2940.5,3,122.0,3,208
9352,Sarjapur  Road,1367.0,2,80.0,2,194
9353,Sarjapur  Road,1565.0,3,78.0,3,194
9354,Whitefield,1720.0,3,128.0,3,224
9355,Doddathoguru,1107.0,2,44.0,2,70
9356,Yelahanka,1360.0,2,78.19,2,226
9357,Anekal,625.0,1,25.0,2,17
9358,Hosa Road,1016.0,2,39.95,2,101
9359,others,1500.0,3,90.0,3,230
9360,Akshaya Nagar,900.0,2,45.0,2,11
9361,Kereguddadahalli,1280.0,3,42.0,3,137
9362,Electronic City,1500.0,2,70.0,3,74
9363,Gottigere,1245.0,2,59.0,2,82
9364,Yelahanka,1025.0,2,44.0,2,226
9365,others,1945.0,3,135.0,3,230
9366,Hegde Nagar,1348.0,2,80.5,3,94
9367,Tindlu,1100.0,2,55.0,2,213
9368,Yeshwanthpur,1855.0,3,135.0,3,229
9369,Hennur,1255.0,2,56.5,2,95
9370,Kothanur,1195.0,2,59.0,2,146
9371,Bannerghatta Road,1022.0,2,35.0,2,34
9372,Dodda Nekkundi,1264.0,2,52.0,2,67
9373,Chamrajpet,1650.0,3,115.0,3,54
9374,Abbigere,1020.0,2,40.8,2,10
9375,others,2710.0,5,142.0,4,230
9376,Hennur Road,1936.0,3,131.0,3,96
9377,others,1075.0,2,58.0,2,230
9378,Hosur Road,1223.0,2,93.0,2,104
9379,Whitefield,1500.0,3,61.9,3,224
9380,Hennur,1050.0,2,42.73,2,95
9381,Uttarahalli,1650.0,2,130.0,3,216
9382,Whitefield,1495.0,2,78.0,2,224
9383,Whitefield,1270.0,2,52.0,2,224
9384,Kumaraswami Layout,1081.0,2,60.0,2,149
9385,Kanakpura Road,1596.0,3,118.0,3,127
9386,Horamavu Agara,1557.0,3,70.0,3,98
9387,others,1410.0,3,68.0,3,230
9388,Sarjapur  Road,1984.0,4,148.0,3,194
9389,Kadugodi,1196.0,2,60.0,2,117
9390,Thanisandra,2259.0,3,112.0,4,209
9391,Kenchenahalli,1720.0,3,100.0,3,134
9392,7th Phase JP Nagar,1140.0,2,57.0,2,6
9393,Kothanur,1790.0,3,120.0,3,146
9394,Harlur,1935.0,2,72.76,2,91
9395,Nehru Nagar,1674.0,3,81.0,3,174
9396,others,1786.0,3,79.99,3,230
9397,Sarjapur  Road,1035.0,2,47.0,2,194
9398,Margondanahalli,1334.0,2,67.76,2,162
9399,Bommasandra,1365.0,3,53.96,3,48
9400,others,1369.0,2,72.0,3,230
9401,Whitefield,1240.0,2,41.0,2,224
9402,others,1418.0,2,62.0,2,230
9403,KR Puram,1020.0,2,39.0,2,115
9404,Yelahanka New Town,1290.0,2,70.0,2,227
9405,Attibele,1500.0,3,90.0,3,21
9406,Billekahalli,1290.0,3,62.0,3,44
9407,Jalahalli,1881.0,3,115.0,3,111
9408,Jigani,943.0,2,49.5,2,113
9409,Electronic City,1140.0,2,32.93,2,74
9410,others,1035.0,2,60.0,2,230
9411,Whitefield,1500.0,3,71.0,3,224
9412,others,1232.0,2,94.28,2,230
9413,Anandapura,1576.0,3,58.7,3,15
9414,others,980.0,2,41.0,2,230
9415,Hoodi,1181.0,2,55.0,2,97
9416,others,1307.0,2,59.0,2,230
9417,others,1215.0,2,49.86,3,230
9418,Sanjay nagar,1180.0,2,80.0,2,191
9419,others,1025.0,2,43.04,2,230
9420,Ramagondanahalli,1910.0,3,131.0,3,187
9421,Gottigere,1200.0,2,50.0,2,82
9422,Electronics City Phase 1,1175.0,2,60.0,2,76
9423,Whitefield,1404.0,2,59.0,3,224
9424,Somasundara Palya,1571.0,3,63.0,3,202
9425,others,1125.0,2,46.0,2,230
9426,Kammasandra,610.0,1,18.5,1,125
9427,Ambalipura,1198.0,2,80.0,2,12
9428,Chandapura,1200.0,3,65.0,3,55
9429,others,1200.0,2,45.0,2,230
9430,others,1830.0,3,95.0,3,230
9431,Kudlu Gate,1432.0,2,61.11,3,148
9432,Somasundara Palya,2300.0,2,70.0,3,202
9433,9th Phase JP Nagar,1331.95,2,69.0,2,8
9434,Kanakpura Road,1665.0,3,74.9,3,127
9435,Electronic City,2093.0,4,134.0,4,74
9436,TC Palaya,1330.0,3,46.56,3,207
9437,Talaghattapura,1800.0,3,84.0,3,208
9438,others,2872.0,4,183.0,4,230
9439,others,1486.0,2,65.0,3,230
9440,Chikkalasandra,1425.0,1,54.0,3,59
9441,Raja Rajeshwari Nagar,1255.0,2,42.54,2,184
